Property ID,Link,Address,Property Type,Sales,First Sale Type,First Sale Date,First Sale Price,Sales Count,Page Number
roedovre-parkvej-229-1-2610-roedovre-01750702_229__1____,/adresse/roedovre-parkvej-229-1-2610-roedovre-01750702_229__1____,"Rødovre Parkvej 229, 1.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""R\u00f8dovre Parkvej 229, 1.2610 R\u00f8dovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 22022016.0, ""Raw Price"": ""22-02-2016""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""13-03-2002"", ""Raw Sale Date"": ""13-03-2002"", ""Price"": 861551.0, ""Raw Price"": ""861.551""}, {""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Tvangsauktion"", ""Sale Date"": ""15-09-1998"", ""Raw Sale Date"": ""15-09-1998"", ""Price"": 362000.0, ""Raw Price"": ""362.000""}]",Foreclosure,Tvangsauktion,22022016.0,3,5
leen-b-2-3-1-2630-taastrup-01694316___2__3___1,/adresse/leen-b-2-3-1-2630-taastrup-01694316___2__3___1,"Leen B 2, 3. 1.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Leen B 2, 3. 1.2630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 9022016.0, ""Raw Price"": ""09-02-2016""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""15-08-2005"", ""Raw Sale Date"": ""15-08-2005"", ""Price"": 695000.0, ""Raw Price"": ""695.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""31-03-2003"", ""Raw Sale Date"": ""31-03-2003"", ""Price"": 668814.0, ""Raw Price"": ""668.814""}]",Foreclosure,Tvangsauktion,9022016.0,3,5
skelvej-10-2640-hedehusene-01696794__10_______,/adresse/skelvej-10-2640-hedehusene-01696794__10_______,Skelvej 10,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Skelvej 102640 Hedehusene"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 16122015.0, ""Raw Price"": ""16-12-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""10-08-1999"", ""Raw Sale Date"": ""10-08-1999"", ""Price"": 1308000.0, ""Raw Price"": ""1.308.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""04-03-1998"", ""Raw Sale Date"": ""04-03-1998"", ""Price"": 1068000.0, ""Raw Price"": ""1.068.000""}]",Foreclosure,Tvangsauktion,16122015.0,3,5
gammel-koege-landevej-220b-1-th-2650-hvidovre-01672807220b__1__th,/adresse/gammel-koege-landevej-220b-1-th-2650-hvidovre-01672807220b__1__th,"Gammel Køge Landevej 220B, 1. th.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Gammel K\u00f8ge Landevej 220B, 1. th.2650 Hvidovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 15122015.0, ""Raw Price"": ""15-12-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""09-10-1995"", ""Raw Sale Date"": ""09-10-1995"", ""Price"": 260000.0, ""Raw Price"": ""260.000""}]",Foreclosure,Tvangsauktion,15122015.0,2,5
kratager-5-2620-albertslund-01650283___5_______,/adresse/kratager-5-2620-albertslund-01650283___5_______,Kratager 5,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Kratager 52620 Albertslund"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 25112015.0, ""Raw Price"": ""25-11-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""04-10-2010"", ""Raw Sale Date"": ""04-10-2010"", ""Price"": 2495000.0, ""Raw Price"": ""2.495.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""17-03-2004"", ""Raw Sale Date"": ""17-03-2004"", ""Price"": 1680000.0, ""Raw Price"": ""1.680.000""}]",Foreclosure,Tvangsauktion,25112015.0,3,5
sofielundsvej-19-2600-glostrup-01610427__19_______,/adresse/sofielundsvej-19-2600-glostrup-01610427__19_______,Sofielundsvej 19,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Sofielundsvej 192600 Glostrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 25112015.0, ""Raw Price"": ""25-11-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""26-06-2004"", ""Raw Sale Date"": ""26-06-2004"", ""Price"": 2000000.0, ""Raw Price"": ""2.000.000""}]",Foreclosure,Tvangsauktion,25112015.0,2,5
bygaden-44-2605-broendby-01530096__44_______,/adresse/bygaden-44-2605-broendby-01530096__44_______,Bygaden 44,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Bygaden 442605 Br\u00f8ndby"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 23112015.0, ""Raw Price"": ""23-11-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""12-02-2007"", ""Raw Sale Date"": ""12-02-2007"", ""Price"": 2645000.0, ""Raw Price"": ""2.645.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""12-01-2004"", ""Raw Sale Date"": ""12-01-2004"", ""Price"": 1570000.0, ""Raw Price"": ""1.570.000""}]",Foreclosure,Tvangsauktion,23112015.0,3,5
vejlebrovej-70-3-3-2635-ishoej-01830850__70__3___3,/adresse/vejlebrovej-70-3-3-2635-ishoej-01830850__70__3___3,"Vejlebrovej 70, 3. 3.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vejlebrovej 70, 3. 3.2635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 16112015.0, ""Raw Price"": ""16-11-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""23-10-2006"", ""Raw Sale Date"": ""23-10-2006"", ""Price"": 1042000.0, ""Raw Price"": ""1.042.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""26-09-2006"", ""Raw Sale Date"": ""26-09-2006"", ""Price"": 760000.0, ""Raw Price"": ""760.000""}]",Foreclosure,Tvangsauktion,16112015.0,3,5
ibstrupvej-7a-2820-gentofte-01570395__7a_______,/adresse/ibstrupvej-7a-2820-gentofte-01570395__7a_______,Ibstrupvej 7A,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Ibstrupvej 7A2820 Gentofte"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 4112015.0, ""Raw Price"": ""04-11-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""25-05-2000"", ""Raw Sale Date"": ""25-05-2000"", ""Price"": 2375000.0, ""Raw Price"": ""2.375.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""02-10-1995"", ""Raw Sale Date"": ""02-10-1995"", ""Price"": 1604000.0, ""Raw Price"": ""1.604.000""}]",Foreclosure,Tvangsauktion,4112015.0,3,5
strandloebervej-10-2650-hvidovre-01678035__10_______,/adresse/strandloebervej-10-2650-hvidovre-01678035__10_______,Strandløbervej 10,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Strandl\u00f8bervej 102650 Hvidovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 3112015.0, ""Raw Price"": ""03-11-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""26-03-1997"", ""Raw Sale Date"": ""26-03-1997"", ""Price"": 1040000.0, ""Raw Price"": ""1.040.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""27-07-1996"", ""Raw Sale Date"": ""27-07-1996"", ""Price"": 712300.0, ""Raw Price"": ""712.300""}]",Foreclosure,Tvangsauktion,3112015.0,3,5
broager-4-2600-glostrup-01610603___4_______,/adresse/broager-4-2600-glostrup-01610603___4_______,Broager 4,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Broager 42600 Glostrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 2112015.0, ""Raw Price"": ""02-11-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""01-07-2001"", ""Raw Sale Date"": ""01-07-2001"", ""Price"": 1921115.0, ""Raw Price"": ""1.921.115""}]",Foreclosure,Tvangsauktion,2112015.0,2,5
hyldager-8-2640-hedehusene-01693140___8_______,/adresse/hyldager-8-2640-hedehusene-01693140___8_______,Hyldager 8,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Hyldager 82640 Hedehusene"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 14092015.0, ""Raw Price"": ""14-09-2015""}]",Foreclosure,Tvangsauktion,14092015.0,1,5
vejlebrovej-85-2-146-2635-ishoej-01830850__85__2_146,/adresse/vejlebrovej-85-2-146-2635-ishoej-01830850__85__2_146,"Vejlebrovej 85, 2. 146.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vejlebrovej 85, 2. 146.2635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 10082015.0, ""Raw Price"": ""10-08-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""05-10-2006"", ""Raw Sale Date"": ""05-10-2006"", ""Price"": 1517743.0, ""Raw Price"": ""1.517.743""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""07-09-2005"", ""Raw Sale Date"": ""07-09-2005"", ""Price"": 1102295.0, ""Raw Price"": ""1.102.295""}]",Foreclosure,Tvangsauktion,10082015.0,3,5
hovmarken-6-2640-hedehusene-01692900___6_______,/adresse/hovmarken-6-2640-hedehusene-01692900___6_______,Hovmarken 6,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Hovmarken 62640 Hedehusene"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 20072015.0, ""Raw Price"": ""20-07-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""29-01-2007"", ""Raw Sale Date"": ""29-01-2007"", ""Price"": 2800000.0, ""Raw Price"": ""2.800.000""}]",Foreclosure,Tvangsauktion,20072015.0,2,6
vaerebrovej-65-2880-bagsvaerd-01590971__65_______,/adresse/vaerebrovej-65-2880-bagsvaerd-01590971__65_______,Værebrovej 65,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""V\u00e6rebrovej 652880 Bagsv\u00e6rd"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 15072015.0, ""Raw Price"": ""15-07-2015""}]",Foreclosure,Tvangsauktion,15072015.0,1,6
magnoliavej-27-2640-hedehusene-01694926__27_______,/adresse/magnoliavej-27-2640-hedehusene-01694926__27_______,Magnoliavej 27,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Magnoliavej 272640 Hedehusene"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 29062015.0, ""Raw Price"": ""29-06-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""24-01-2008"", ""Raw Sale Date"": ""24-01-2008"", ""Price"": 4300000.0, ""Raw Price"": ""4.300.000""}, {""Sale Type"": ""Family Sale"", ""Raw Sale Type"": ""Familie handel"", ""Sale Date"": ""12-09-2007"", ""Raw Sale Date"": ""12-09-2007"", ""Price"": 1020000.0, ""Raw Price"": ""1.020.000""}]",Foreclosure,Tvangsauktion,29062015.0,3,6
helmsvej-6a-2880-bagsvaerd-01590302__6a_______,/adresse/helmsvej-6a-2880-bagsvaerd-01590302__6a_______,Helmsvej 6A,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Helmsvej 6A2880 Bagsv\u00e6rd"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 8062015.0, ""Raw Price"": ""08-06-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""17-05-1999"", ""Raw Sale Date"": ""17-05-1999"", ""Price"": 2915780.0, ""Raw Price"": ""2.915.780""}]",Foreclosure,Tvangsauktion,8062015.0,2,6
digterparken-14-2750-ballerup-01510080__14_______,/adresse/digterparken-14-2750-ballerup-01510080__14_______,Digterparken 14,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Digterparken 142750 Ballerup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 8062015.0, ""Raw Price"": ""08-06-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""14-02-1995"", ""Raw Sale Date"": ""14-02-1995"", ""Price"": 1255000.0, ""Raw Price"": ""1.255.000""}]",Foreclosure,Tvangsauktion,8062015.0,2,6
magnoliavej-25-2640-hedehusene-01694926__25_______,/adresse/magnoliavej-25-2640-hedehusene-01694926__25_______,Magnoliavej 25,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Magnoliavej 252640 Hedehusene"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 1062015.0, ""Raw Price"": ""01-06-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""06-01-2003"", ""Raw Sale Date"": ""06-01-2003"", ""Price"": 3296166.0, ""Raw Price"": ""3.296.166""}]",Foreclosure,Tvangsauktion,1062015.0,2,6
haekmosen-38-2730-herlev-01633594__38_______,/adresse/haekmosen-38-2730-herlev-01633594__38_______,Hækmosen 38,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""H\u00e6kmosen 382730 Herlev"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 1062015.0, ""Raw Price"": ""01-06-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""02-04-2008"", ""Raw Sale Date"": ""02-04-2008"", ""Price"": 2400000.0, ""Raw Price"": ""2.400.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""15-03-2002"", ""Raw Sale Date"": ""15-03-2002"", ""Price"": 1500000.0, ""Raw Price"": ""1.500.000""}]",Foreclosure,Tvangsauktion,1062015.0,3,6
kingosvej-8b-2630-taastrup-01693708__8b_______,/adresse/kingosvej-8b-2630-taastrup-01693708__8b_______,Kingosvej 8B,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Kingosvej 8B2630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 7042015.0, ""Raw Price"": ""07-04-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""04-02-1994"", ""Raw Sale Date"": ""04-02-1994"", ""Price"": 815000.0, ""Raw Price"": ""815.000""}]",Foreclosure,Tvangsauktion,7042015.0,2,6
roedager-alle-65-2-mf-2610-roedovre-01750699__65__2__mf,/adresse/roedager-alle-65-2-mf-2610-roedovre-01750699__65__2__mf,"Rødager Alle 65, 2. mf.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""R\u00f8dager Alle 65, 2. mf.2610 R\u00f8dovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 7042015.0, ""Raw Price"": ""07-04-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""25-05-2007"", ""Raw Sale Date"": ""25-05-2007"", ""Price"": 790000.0, ""Raw Price"": ""790.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""09-06-1995"", ""Raw Sale Date"": ""09-06-1995"", ""Price"": 231400.0, ""Raw Price"": ""231.400""}]",Foreclosure,Tvangsauktion,7042015.0,3,6
kratager-29-2620-albertslund-01650283__29_______,/adresse/kratager-29-2620-albertslund-01650283__29_______,Kratager 29,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Kratager 292620 Albertslund"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 4032015.0, ""Raw Price"": ""04-03-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""15-10-2007"", ""Raw Sale Date"": ""15-10-2007"", ""Price"": 2820000.0, ""Raw Price"": ""2.820.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""11-07-2006"", ""Raw Sale Date"": ""11-07-2006"", ""Price"": 3095000.0, ""Raw Price"": ""3.095.000""}]",Foreclosure,Tvangsauktion,4032015.0,3,6
christoffers-alle-88a-1-th-2800-kongens-lyngby-01590111_88a__1__th,/adresse/christoffers-alle-88a-1-th-2800-kongens-lyngby-01590111_88a__1__th,"Christoffers Alle 88A, 1. th.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Christoffers Alle 88A, 1. th.2800 Kongens Lyngby"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 18022015.0, ""Raw Price"": ""18-02-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""10-12-1999"", ""Raw Sale Date"": ""10-12-1999"", ""Price"": 559807.0, ""Raw Price"": ""559.807""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""28-07-1997"", ""Raw Sale Date"": ""28-07-1997"", ""Price"": 369760.0, ""Raw Price"": ""369.760""}]",Foreclosure,Tvangsauktion,18022015.0,3,6
elverhoejen-16-1-2730-herlev-01631477__16__1____,/adresse/elverhoejen-16-1-2730-herlev-01631477__16__1____,"Elverhøjen 16, 1.",Villalejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Elverh\u00f8jen 16, 1.2730 Herlev"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 9022015.0, ""Raw Price"": ""09-02-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""17-07-2008"", ""Raw Sale Date"": ""17-07-2008"", ""Price"": 2200000.0, ""Raw Price"": ""2.200.000""}, {""Sale Type"": ""Other"", ""Raw Sale Type"": ""Andet"", ""Sale Date"": ""25-01-2003"", ""Raw Sale Date"": ""25-01-2003"", ""Price"": 400000.0, ""Raw Price"": ""400.000""}]",Foreclosure,Tvangsauktion,9022015.0,3,6
elverhoejen-16-0-2730-herlev-01631477__16_st____,/adresse/elverhoejen-16-0-2730-herlev-01631477__16_st____,"Elverhøjen 16, st.",Villalejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Elverh\u00f8jen 16, st.2730 Herlev"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 9022015.0, ""Raw Price"": ""09-02-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""17-07-2008"", ""Raw Sale Date"": ""17-07-2008"", ""Price"": 2200000.0, ""Raw Price"": ""2.200.000""}, {""Sale Type"": ""Other"", ""Raw Sale Type"": ""Andet"", ""Sale Date"": ""25-01-2003"", ""Raw Sale Date"": ""25-01-2003"", ""Price"": 400000.0, ""Raw Price"": ""400.000""}]",Foreclosure,Tvangsauktion,9022015.0,3,6
taastrup-have-10-1-th-2630-taastrup-01698960__10__1__th,/adresse/taastrup-have-10-1-th-2630-taastrup-01698960__10__1__th,"Taastrup Have 10, 1. th.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Taastrup Have 10, 1. th.2630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 27012015.0, ""Raw Price"": ""27-01-2015""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""23-08-2005"", ""Raw Sale Date"": ""23-08-2005"", ""Price"": 910000.0, ""Raw Price"": ""910.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""24-06-2001"", ""Raw Sale Date"": ""24-06-2001"", ""Price"": 672326.0, ""Raw Price"": ""672.326""}]",Foreclosure,Tvangsauktion,27012015.0,3,6
gentoftegade-46-1-th-2820-gentofte-01570278__46__1__th,/adresse/gentoftegade-46-1-th-2820-gentofte-01570278__46__1__th,"Gentoftegade 46, 1. th.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Gentoftegade 46, 1. th.2820 Gentofte"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 17122014.0, ""Raw Price"": ""17-12-2014""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""14-11-2014"", ""Raw Sale Date"": ""14-11-2014"", ""Price"": 1250000.0, ""Raw Price"": ""1.250.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""04-11-2005"", ""Raw Sale Date"": ""04-11-2005"", ""Price"": 1295000.0, ""Raw Price"": ""1.295.000""}]",Foreclosure,Tvangsauktion,17122014.0,3,6
ved-vandloebet-9-1-2610-roedovre-01750941___9__1____,/adresse/ved-vandloebet-9-1-2610-roedovre-01750941___9__1____,"Ved Vandløbet 9, 1.",Villalejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Ved Vandl\u00f8bet 9, 1.2610 R\u00f8dovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 16122014.0, ""Raw Price"": ""16-12-2014""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""26-11-2006"", ""Raw Sale Date"": ""26-11-2006"", ""Price"": 1650000.0, ""Raw Price"": ""1.650.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""29-05-2005"", ""Raw Sale Date"": ""29-05-2005"", ""Price"": 1950000.0, ""Raw Price"": ""1.950.000""}]",Foreclosure,Tvangsauktion,16122014.0,3,6
ved-vandloebet-9-0-2610-roedovre-01750941___9_st____,/adresse/ved-vandloebet-9-0-2610-roedovre-01750941___9_st____,"Ved Vandløbet 9, st.",Villalejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Ved Vandl\u00f8bet 9, st.2610 R\u00f8dovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 16122014.0, ""Raw Price"": ""16-12-2014""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""26-11-2006"", ""Raw Sale Date"": ""26-11-2006"", ""Price"": 1650000.0, ""Raw Price"": ""1.650.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""29-05-2005"", ""Raw Sale Date"": ""29-05-2005"", ""Price"": 1950000.0, ""Raw Price"": ""1.950.000""}]",Foreclosure,Tvangsauktion,16122014.0,3,6
gildbrovej-51-2-196-2635-ishoej-01830205__51__2_196,/adresse/gildbrovej-51-2-196-2635-ishoej-01830205__51__2_196,"Gildbrovej 51, 2. 196.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Gildbrovej 51, 2. 196.2635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 2122014.0, ""Raw Price"": ""02-12-2014""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""16-04-2008"", ""Raw Sale Date"": ""16-04-2008"", ""Price"": 1900000.0, ""Raw Price"": ""1.900.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""16-04-2008"", ""Raw Sale Date"": ""16-04-2008"", ""Price"": 1900000.0, ""Raw Price"": ""1.900.000""}]",Foreclosure,Tvangsauktion,2122014.0,3,6
vesterkoeb-45-1-4-2640-hedehusene-01699339__45__1___4,/adresse/vesterkoeb-45-1-4-2640-hedehusene-01699339__45__1___4,"Vesterkøb 45, 1. 4.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vesterk\u00f8b 45, 1. 4.2640 Hedehusene"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 1122014.0, ""Raw Price"": ""01-12-2014""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""25-10-2005"", ""Raw Sale Date"": ""25-10-2005"", ""Price"": 1125000.0, ""Raw Price"": ""1.125.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""20-01-2004"", ""Raw Sale Date"": ""20-01-2004"", ""Price"": 870000.0, ""Raw Price"": ""870.000""}]",Foreclosure,Tvangsauktion,1122014.0,3,6
